pinjaman_id,nasabah_id,platform_id,tgl_cair,tipe_produk,nama_produk,pokok,tenor_bulan,bunga_per_bulan,total_kewajiban,status_kolektibilitas,hari_keterlambatan,sudah_lunas
L1KRD000485,L1NSB00299,PLT002,2022-02-17,P2P Lending,Modal usaha,1000000,12,2.11,1253200,Kurang Lancar,64,0
L1KRD000486,L1NSB00299,PLT002,2023-03-06,P2P Lending,Kesehatan,7000000,3,2.82,7592200,Macet,242,0
L1KRD000487,L1NSB00301,PLT005,2022-10-28,P2P Lending,Konsumsi,10000000,9,2.7,12430000,Lancar,2,1
L1KRD000488,L1NSB00301,PLT005,2023-05-18,P2P Lending,Modal usaha,7000000,12,1.83,8537200,DPK,4,1
L1KRD000489,L1NSB00301,PLT005,2022-09-13,P2P Lending,Modal usaha,7000000,12,1.79,8503600,Lancar,1,1
L1KRD000490,L1NSB00303,PLT002,2024-01-19,P2P Lending,Konsumsi,10000000,12,1.78,12136000,Lancar,2,0
L1KRD000491,L1NSB00303,PLT002,2022-06-02,P2P Lending,Kesehatan,1000000,3,1.74,1052200,Lancar,3,1
L1KRD000492,L1NSB00304,PLT005,2022-11-24,P2P Lending,Renovasi,10000000,12,3.14,13768000,Lancar,1,1
L1KRD000493,L1NSB00304,PLT005,2022-05-28,P2P Lending,Konsumsi,1000000,6,2.02,1121200,Lancar,3,1
L1KRD000494,L1NSB00304,PLT005,2023-07-24,P2P Lending,Kesehatan,5000000,1,2.01,5100500,Lancar,2,1
L1KRD000495,L1NSB00305,PLT003,2022-06-18,Multifinance,Refinancing,5000000,18,1.13,6017000,Kurang Lancar,79,0
L1KRD000496,L1NSB00305,PLT003,2022-05-03,Multifinance,Motor baru,15000000,48,1.57,26304000,Lancar,0,0
L1KRD000497,L1NSB00305,PLT003,2022-07-21,Multifinance,Motor bekas,5000000,12,1.24,5744000,Lancar,2,1
L1KRD000498,L1NSB00305,PLT003,2022-03-24,Multifinance,Elektronik,25000000,24,1.34,33040000,DPK,18,1
L1KRD000499,L1NSB00306,PLT003,2024-01-02,Multifinance,Refinancing,3000000,24,1.99,4432800,Kurang Lancar,47,0
L1KRD000500,L1NSB00309,PLT002,2023-12-01,P2P Lending,Renovasi,10000000,9,1.9,11710000,Lancar,2,1
L1KRD000501,L1NSB00310,PLT001,2023-03-25,P2P Lending,Renovasi,10000000,6,3.19,11914000,Lancar,0,1
L1KRD000502,L1NSB00311,PLT003,2024-03-11,Multifinance,Mesin usaha,15000000,18,1.0,17700000,Lancar,3,0
L1KRD000503,L1NSB00311,PLT003,2023-05-10,Multifinance,Elektronik,25000000,24,1.95,36700000,Lancar,3,0
L1KRD000504,L1NSB00311,PLT003,2023-04-25,Multifinance,Elektronik,25000000,18,1.23,30535000,Macet,110,0
L1KRD000505,L1NSB00313,PLT002,2024-02-06,P2P Lending,Modal usaha,5000000,6,3.06,5918000,Lancar,2,1
L1KRD000506,L1NSB00313,PLT002,2023-01-24,P2P Lending,Renovasi,10000000,1,3.4,10340000,Lancar,0,1
L1KRD000507,L1NSB00314,PLT003,2023-10-10,Multifinance,Motor baru,10000000,18,1.28,12304000,Kurang Lancar,41,0
L1KRD000508,L1NSB00315,PLT003,2024-02-12,Multifinance,Mesin usaha,10000000,24,1.43,13432000,Lancar,3,0
L1KRD000509,L1NSB00315,PLT003,2023-05-03,Multifinance,Mesin usaha,25000000,12,1.06,28180000,Lancar,2,1
L1KRD000510,L1NSB00316,PLT002,2022-10-29,P2P Lending,Modal usaha,3000000,3,2.24,3201600,Kurang Lancar,50,0
L1KRD000511,L1NSB00317,PLT005,2023-09-12,P2P Lending,Kesehatan,10000000,12,3.08,13696000,Macet,295,0
L1KRD000512,L1NSB00318,PLT003,2023-05-19,Multifinance,Motor baru,15000000,48,1.05,22560000,DPK,28,0
L1KRD000513,L1NSB00319,PLT005,2023-11-24,P2P Lending,Modal usaha,7000000,1,3.46,7242200,Lancar,1,1
L1KRD000514,L1NSB00320,PLT001,2022-05-04,P2P Lending,Modal usaha,10000000,6,2.91,11746000,Macet,190,0
L1KRD000515,L1NSB00322,PLT003,2023-06-06,Multifinance,Elektronik,25000000,12,1.19,28570000,Lancar,0,1
L1KRD000516,L1NSB00322,PLT003,2023-03-28,Multifinance,Refinancing,20000000,18,1.11,23996000,Lancar,0,1
L1KRD000517,L1NSB00322,PLT003,2023-07-19,Multifinance,Refinancing,15000000,48,1.11,22992000,Lancar,2,0
L1KRD000518,L1NSB00323,PLT005,2023-12-12,P2P Lending,Pendidikan,1000000,12,1.77,1212400,Lancar,1,0
L1KRD000519,L1NSB00324,PLT001,2023-08-15,P2P Lending,Modal usaha,500000,1,2.34,511700,Lancar,3,1
L1KRD000520,L1NSB00325,PLT002,2022-02-11,P2P Lending,Pendidikan,10000000,3,2.59,10777000,Lancar,2,1
L1KRD000521,L1NSB00325,PLT002,2022-02-10,P2P Lending,Kesehatan,3000000,9,2.9,3783000,DPK,12,1
L1KRD000522,L1NSB00325,PLT002,2023-08-24,P2P Lending,Modal usaha,500000,1,2.59,512950,Lancar,2,1
L1KRD000523,L1NSB00326,PLT004,2022-06-29,Multifinance,Motor bekas,7000000,24,1.89,10175200,Lancar,0,1
L1KRD000524,L1NSB00327,PLT004,2022-05-19,Multifinance,Motor bekas,7000000,48,1.3,11368000,Lancar,1,0
L1KRD000525,L1NSB00327,PLT004,2024-04-01,Multifinance,Elektronik,5000000,36,1.69,8042000,Lancar,2,0
L1KRD000526,L1NSB00328,PLT002,2024-01-18,P2P Lending,Modal usaha,7000000,3,1.98,7415800,Lancar,1,1
L1KRD000527,L1NSB00328,PLT002,2023-01-28,P2P Lending,Pendidikan,10000000,3,2.58,10774000,Lancar,2,1
L1KRD000528,L1NSB00330,PLT001,2022-04-23,P2P Lending,Konsumsi,7000000,12,2.52,9116800,Lancar,2,1
L1KRD000529,L1NSB00331,PLT002,2024-01-19,P2P Lending,Modal usaha,2000000,9,2.07,2372600,Lancar,1,1
L1KRD000530,L1NSB00331,PLT002,2023-03-24,P2P Lending,Modal usaha,10000000,12,2.51,13012000,Lancar,2,1
L1KRD000531,L1NSB00331,PLT002,2023-09-21,P2P Lending,Pendidikan,1000000,12,1.69,1202800,Lancar,1,1
L1KRD000532,L1NSB00331,PLT002,2022-11-30,P2P Lending,Kesehatan,1000000,12,1.5,1180000,Kurang Lancar,31,0
L1KRD000533,L1NSB00333,PLT003,2023-04-28,Multifinance,Motor baru,15000000,18,1.97,20319000,Macet,195,0
L1KRD000534,L1NSB00333,PLT003,2023-05-04,Multifinance,Refinancing,20000000,24,1.07,25136000,Lancar,0,0
L1KRD000535,L1NSB00333,PLT003,2022-07-10,Multifinance,Motor baru,7000000,12,1.73,8453200,Lancar,1,1
L1KRD000536,L1NSB00335,PLT004,2022-09-22,Multifinance,Elektronik,20000000,24,1.87,28976000,Lancar,2,1
L1KRD000537,L1NSB00335,PLT004,2023-05-09,Multifinance,Mesin usaha,5000000,36,1.52,7736000,Lancar,1,0
L1KRD000538,L1NSB00335,PLT004,2024-04-16,Multifinance,Motor baru,20000000,36,1.92,33824000,Lancar,0,0
L1KRD000539,L1NSB00335,PLT004,2023-07-26,Multifinance,Refinancing,10000000,36,1.57,15652000,Lancar,1,0
L1KRD000540,L1NSB00337,PLT005,2023-09-16,P2P Lending,Pendidikan,5000000,3,1.88,5282000,Lancar,1,1
L1KRD000541,L1NSB00338,PLT003,2023-07-12,Multifinance,Mesin usaha,10000000,48,1.86,18928000,Lancar,0,0
L1KRD000542,L1NSB00338,PLT003,2022-06-30,Multifinance,Motor bekas,3000000,18,1.9,4026000,Lancar,0,1
L1KRD000543,L1NSB00338,PLT003,2022-03-18,Multifinance,Mesin usaha,3000000,18,1.96,4058400,Lancar,2,1
L1KRD000544,L1NSB00339,PLT005,2022-07-16,P2P Lending,Kesehatan,2000000,9,1.76,2316800,DPK,11,1
L1KRD000545,L1NSB00339,PLT005,2024-03-27,P2P Lending,Kesehatan,5000000,3,3.27,5490500,Lancar,0,1
L1KRD000546,L1NSB00341,PLT004,2022-07-10,Multifinance,Refinancing,3000000,48,1.98,5851200,Lancar,0,0
L1KRD000547,L1NSB00342,PLT005,2023-02-11,P2P Lending,Pendidikan,7000000,9,2.36,8486800,Lancar,0,1
L1KRD000548,L1NSB00342,PLT005,2022-06-23,P2P Lending,Kesehatan,5000000,6,1.6,5480000,Lancar,3,1
L1KRD000549,L1NSB00342,PLT005,2023-05-14,P2P Lending,Konsumsi,3000000,12,3.39,4220400,Lancar,2,1
L1KRD000550,L1NSB00343,PLT005,2024-01-24,P2P Lending,Modal usaha,3000000,9,2.63,3710100,Lancar,2,1
L1KRD000551,L1NSB00343,PLT005,2022-01-03,P2P Lending,Pendidikan,5000000,6,3.48,6044000,Lancar,2,1
L1KRD000552,L1NSB00345,PLT005,2023-07-07,P2P Lending,Kesehatan,2000000,6,2.77,2332400,DPK,5,1
L1KRD000553,L1NSB00345,PLT005,2022-02-18,P2P Lending,Renovasi,10000000,9,2.23,12007000,Lancar,3,1
L1KRD000554,L1NSB00345,PLT005,2023-04-29,P2P Lending,Renovasi,10000000,6,1.59,10954000,Lancar,1,1
L1KRD000555,L1NSB00345,PLT005,2023-11-09,P2P Lending,Renovasi,1000000,3,3.42,1102600,Lancar,2,1
L1KRD000556,L1NSB00346,PLT004,2023-10-03,Multifinance,Mesin usaha,3000000,18,1.68,3907200,Lancar,1,0
L1KRD000557,L1NSB00346,PLT004,2023-04-26,Multifinance,Mesin usaha,10000000,18,1.24,12232000,Lancar,3,1
L1KRD000558,L1NSB00346,PLT004,2023-03-31,Multifinance,Refinancing,7000000,12,1.41,8184400,Lancar,3,1
L1KRD000559,L1NSB00346,PLT004,2023-09-29,Multifinance,Refinancing,7000000,12,1.61,8352400,DPK,18,1
L1KRD000560,L1NSB00347,PLT002,2022-06-23,P2P Lending,Konsumsi,5000000,1,2.5,5125000,Lancar,1,1
L1KRD000561,L1NSB00347,PLT002,2023-10-12,P2P Lending,Modal usaha,7000000,6,2.11,7886200,Lancar,1,1
L1KRD000562,L1NSB00348,PLT003,2022-01-20,Multifinance,Elektronik,20000000,24,1.75,28400000,Lancar,0,1
L1KRD000563,L1NSB00349,PLT003,2023-07-05,Multifinance,Motor baru,5000000,24,1.71,7052000,DPK,30,0
L1KRD000564,L1NSB00349,PLT003,2023-01-01,Multifinance,Elektronik,3000000,12,1.66,3597600,Kurang Lancar,57,0
L1KRD000565,L1NSB00349,PLT003,2023-07-08,Multifinance,Elektronik,20000000,12,1.35,23240000,Lancar,0,1
L1KRD000566,L1NSB00350,PLT005,2023-11-18,P2P Lending,Kesehatan,7000000,1,2.47,7172900,Lancar,3,1
L1KRD000567,L1NSB00351,PLT005,2022-02-04,P2P Lending,Renovasi,5000000,6,2.15,5645000,Kurang Lancar,87,0
L1KRD000568,L1NSB00351,PLT005,2023-04-03,P2P Lending,Modal usaha,7000000,12,3.45,9898000,DPK,14,1
L1KRD000569,L1NSB00351,PLT005,2023-07-03,P2P Lending,Konsumsi,7000000,12,2.71,9276400,Macet,333,0
L1KRD000570,L1NSB00352,PLT001,2023-11-14,P2P Lending,Modal usaha,3000000,12,3.37,4213200,Lancar,3,1
L1KRD000571,L1NSB00352,PLT001,2023-10-01,P2P Lending,Kesehatan,3000000,6,1.66,3298800,Lancar,3,1
L1KRD000572,L1NSB00353,PLT003,2022-07-18,Multifinance,Mesin usaha,25000000,18,1.08,29860000,Macet,327,0
L1KRD000573,L1NSB00353,PLT003,2022-10-20,Multifinance,Motor baru,10000000,36,1.02,13672000,Lancar,2,0
L1KRD000574,L1NSB00354,PLT002,2022-11-16,P2P Lending,Konsumsi,5000000,6,3.22,5966000,DPK,9,1
L1KRD000575,L1NSB00354,PLT002,2023-12-24,P2P Lending,Modal usaha,2000000,6,1.66,2199200,Lancar,2,1
L1KRD000576,L1NSB00355,PLT002,2022-02-22,P2P Lending,Pendidikan,500000,6,3.13,593900,Lancar,3,1
L1KRD000577,L1NSB00356,PLT002,2024-04-21,P2P Lending,Kesehatan,2000000,3,2.4,2144000,Lancar,0,1
L1KRD000578,L1NSB00356,PLT002,2023-02-12,P2P Lending,Konsumsi,1000000,1,2.34,1023400,Kurang Lancar,56,0
L1KRD000579,L1NSB00357,PLT005,2023-08-01,P2P Lending,Renovasi,10000000,3,3.22,10966000,Lancar,2,1
L1KRD000580,L1NSB00357,PLT005,2023-06-12,P2P Lending,Renovasi,5000000,3,2.95,5442500,Lancar,0,1
L1KRD000581,L1NSB00358,PLT004,2023-01-02,Multifinance,Refinancing,25000000,24,1.51,34060000,Lancar,1,0
L1KRD000582,L1NSB00358,PLT004,2023-03-16,Multifinance,Mesin usaha,10000000,24,1.21,12904000,Lancar,0,0
L1KRD000583,L1NSB00360,PLT001,2022-03-26,P2P Lending,Renovasi,500000,1,1.54,507700,DPK,17,1
L1KRD000584,L1NSB00360,PLT001,2023-04-23,P2P Lending,Kesehatan,5000000,1,2.52,5126000,DPK,13,1
L1KRD000585,L1NSB00360,PLT001,2023-02-05,P2P Lending,Pendidikan,1000000,9,2.89,1260100,Lancar,1,1
L1KRD000586,L1NSB00361,PLT001,2022-06-15,P2P Lending,Renovasi,2000000,1,3.02,2060400,Lancar,0,1
L1KRD000587,L1NSB00361,PLT001,2022-07-27,P2P Lending,Renovasi,3000000,6,3.47,3624600,Macet,293,0
L1KRD000588,L1NSB00361,PLT001,2024-02-03,P2P Lending,Konsumsi,3000000,1,2.25,3067500,Lancar,1,1
L1KRD000589,L1NSB00361,PLT001,2022-04-23,P2P Lending,Pendidikan,10000000,1,3.03,10303000,Kurang Lancar,59,0
L1KRD000590,L1NSB00362,PLT005,2022-10-28,P2P Lending,Renovasi,2000000,9,1.54,2277200,Lancar,3,1
L1KRD000591,L1NSB00362,PLT005,2023-05-15,P2P Lending,Kesehatan,7000000,6,1.52,7638400,Lancar,1,1
L1KRD000592,L1NSB00363,PLT002,2022-08-16,P2P Lending,Renovasi,500000,6,3.21,596300,Lancar,3,1
L1KRD000593,L1NSB00363,PLT002,2024-05-07,P2P Lending,Modal usaha,3000000,6,1.64,3295200,DPK,18,1
L1KRD000594,L1NSB00363,PLT002,2022-11-02,P2P Lending,Pendidikan,500000,9,2.06,592700,Lancar,1,1
L1KRD000595,L1NSB00363,PLT002,2023-11-22,P2P Lending,Renovasi,10000000,3,3.41,11023000,Lancar,3,1
L1KRD000596,L1NSB00364,PLT004,2023-10-02,Multifinance,Elektronik,25000000,36,1.22,35980000,Lancar,2,0
L1KRD000597,L1NSB00367,PLT003,2024-04-01,Multifinance,Refinancing,15000000,12,1.26,17268000,Lancar,2,0
L1KRD000598,L1NSB00367,PLT003,2022-12-11,Multifinance,Motor baru,15000000,24,1.24,19464000,Lancar,3,1
L1KRD000599,L1NSB00369,PLT003,2023-10-01,Multifinance,Elektronik,25000000,24,1.97,36820000,Lancar,0,0
L1KRD000600,L1NSB00369,PLT003,2024-02-29,Multifinance,Motor bekas,3000000,12,1.14,3410400,Lancar,3,0
L1KRD000601,L1NSB00369,PLT003,2022-03-16,Multifinance,Elektronik,5000000,36,1.02,6836000,Kurang Lancar,89,0
L1KRD000602,L1NSB00370,PLT001,2022-01-07,P2P Lending,Pendidikan,500000,6,2.31,569300,Lancar,2,1
L1KRD000603,L1NSB00370,PLT001,2022-03-03,P2P Lending,Konsumsi,5000000,6,2.6,5780000,Lancar,2,1
L1KRD000604,L1NSB00370,PLT001,2023-12-23,P2P Lending,Renovasi,5000000,9,3.13,6408500,Lancar,0,1
L1KRD000605,L1NSB00371,PLT005,2022-10-18,P2P Lending,Modal usaha,10000000,1,2.42,10242000,Lancar,3,1
L1KRD000606,L1NSB00371,PLT005,2023-09-27,P2P Lending,Modal usaha,1000000,9,3.01,1270900,Lancar,0,1
L1KRD000607,L1NSB00371,PLT005,2023-11-27,P2P Lending,Renovasi,5000000,9,1.78,5801000,Lancar,1,1
L1KRD000608,L1NSB00373,PLT002,2023-10-13,P2P Lending,Pendidikan,1000000,1,2.11,1021100,Lancar,2,1
L1KRD000609,L1NSB00373,PLT002,2023-12-05,P2P Lending,Renovasi,3000000,9,1.76,3475200,Kurang Lancar,44,0
L1KRD000610,L1NSB00373,PLT002,2023-04-17,P2P Lending,Renovasi,10000000,6,1.93,11158000,Lancar,3,1
L1KRD000611,L1NSB00374,PLT002,2022-12-12,P2P Lending,Renovasi,500000,9,3.24,645800,Lancar,1,1
L1KRD000612,L1NSB00374,PLT002,2022-08-26,P2P Lending,Pendidikan,10000000,1,1.64,10164000,Lancar,3,1
L1KRD000613,L1NSB00374,PLT002,2022-09-12,P2P Lending,Konsumsi,5000000,1,3.09,5154500,DPK,21,1
L1KRD000614,L1NSB00376,PLT002,2022-04-18,P2P Lending,Modal usaha,10000000,1,3.13,10313000,Lancar,0,1
L1KRD000615,L1NSB00376,PLT002,2022-08-10,P2P Lending,Modal usaha,1000000,1,2.23,1022300,Lancar,0,1
L1KRD000616,L1NSB00377,PLT001,2022-02-12,P2P Lending,Modal usaha,7000000,12,3.18,9671200,Lancar,3,1
L1KRD000617,L1NSB00377,PLT001,2023-11-14,P2P Lending,Kesehatan,5000000,9,2.25,6012500,Lancar,1,1
L1KRD000618,L1NSB00377,PLT001,2024-05-19,P2P Lending,Konsumsi,3000000,9,2.28,3615600,Lancar,2,0
L1KRD000619,L1NSB00378,PLT004,2022-05-25,Multifinance,Elektronik,15000000,18,1.49,19023000,Lancar,1,1
L1KRD000620,L1NSB00380,PLT005,2023-03-28,P2P Lending,Renovasi,2000000,12,2.06,2494400,DPK,6,1
L1KRD000621,L1NSB00382,PLT002,2022-12-30,P2P Lending,Modal usaha,1000000,3,2.52,1075600,Macet,238,0
L1KRD000622,L1NSB00382,PLT002,2022-07-05,P2P Lending,Renovasi,7000000,1,2.96,7207200,Lancar,3,1
L1KRD000623,L1NSB00382,PLT002,2022-05-04,P2P Lending,Kesehatan,1000000,6,1.6,1096000,Lancar,3,1
L1KRD000624,L1NSB00382,PLT002,2022-05-31,P2P Lending,Pendidikan,10000000,3,3.49,11047000,Lancar,2,1
L1KRD000625,L1NSB00383,PLT004,2022-11-01,Multifinance,Motor bekas,10000000,36,1.65,15940000,Lancar,3,0
L1KRD000626,L1NSB00384,PLT005,2023-04-10,P2P Lending,Konsumsi,10000000,9,3.48,13132000,Kurang Lancar,68,0
L1KRD000627,L1NSB00384,PLT005,2022-12-20,P2P Lending,Renovasi,7000000,12,2.64,9217600,Lancar,1,1
L1KRD000628,L1NSB00385,PLT005,2023-06-25,P2P Lending,Konsumsi,500000,6,2.84,585200,Lancar,1,1
L1KRD000629,L1NSB00385,PLT005,2023-02-23,P2P Lending,Kesehatan,5000000,9,2.32,6044000,Lancar,2,1
L1KRD000630,L1NSB00385,PLT005,2022-03-22,P2P Lending,Konsumsi,500000,6,3.4,602000,Lancar,0,1
L1KRD000631,L1NSB00385,PLT005,2024-04-05,P2P Lending,Kesehatan,5000000,12,1.75,6050000,Lancar,3,0
L1KRD000632,L1NSB00386,PLT001,2023-09-15,P2P Lending,Kesehatan,500000,1,2.48,512400,Lancar,1,1
L1KRD000633,L1NSB00386,PLT001,2024-04-23,P2P Lending,Kesehatan,500000,3,3.26,548900,Lancar,0,1
L1KRD000634,L1NSB00388,PLT001,2022-07-10,P2P Lending,Modal usaha,500000,9,1.6,572000,DPK,23,1
L1KRD000635,L1NSB00388,PLT001,2023-03-04,P2P Lending,Renovasi,5000000,1,2.19,5109500,Lancar,1,1
L1KRD000636,L1NSB00388,PLT001,2024-01-23,P2P Lending,Konsumsi,10000000,1,2.71,10271000,Lancar,0,1
L1KRD000637,L1NSB00389,PLT001,2023-11-14,P2P Lending,Modal usaha,1000000,3,2.49,1074700,Lancar,3,1
L1KRD000638,L1NSB00389,PLT001,2022-12-15,P2P Lending,Renovasi,3000000,6,2.75,3495000,Lancar,1,1
L1KRD000639,L1NSB00390,PLT004,2022-07-27,Multifinance,Refinancing,25000000,24,1.51,34060000,DPK,14,1
L1KRD000640,L1NSB00390,PLT004,2024-03-29,Multifinance,Motor baru,5000000,12,1.44,5864000,Lancar,2,0
L1KRD000641,L1NSB00390,PLT004,2024-02-29,Multifinance,Refinancing,25000000,12,1.79,30370000,Lancar,3,0
L1KRD000642,L1NSB00391,PLT005,2023-05-22,P2P Lending,Konsumsi,5000000,3,2.2,5330000,Lancar,2,1
L1KRD000643,L1NSB00391,PLT005,2022-04-22,P2P Lending,Modal usaha,5000000,1,1.94,5097000,Lancar,2,1
L1KRD000644,L1NSB00393,PLT005,2022-08-30,P2P Lending,Konsumsi,2000000,1,3.36,2067200,Lancar,3,1
L1KRD000645,L1NSB00393,PLT005,2022-04-23,P2P Lending,Pendidikan,7000000,12,3.17,9662800,Lancar,2,1
L1KRD000646,L1NSB00393,PLT005,2022-07-14,P2P Lending,Renovasi,500000,6,3.26,597800,DPK,21,1
L1KRD000647,L1NSB00394,PLT001,2024-04-30,P2P Lending,Pendidikan,1000000,1,3.14,1031400,DPK,27,1
L1KRD000648,L1NSB00394,PLT001,2023-11-14,P2P Lending,Konsumsi,5000000,6,2.16,5648000,Lancar,1,1
L1KRD000649,L1NSB00395,PLT003,2023-12-04,Multifinance,Motor baru,3000000,18,1.1,3594000,Lancar,3,0
L1KRD000650,L1NSB00395,PLT003,2022-07-01,Multifinance,Elektronik,10000000,48,1.19,15712000,Lancar,2,0
L1KRD000651,L1NSB00395,PLT003,2023-12-31,Multifinance,Mesin usaha,25000000,48,1.04,37480000,Lancar,1,0
L1KRD000652,L1NSB00395,PLT003,2024-05-21,Multifinance,Mesin usaha,25000000,48,1.19,39280000,Lancar,2,0
L1KRD000653,L1NSB00397,PLT001,2023-06-16,P2P Lending,Konsumsi,2000000,3,2.16,2129600,Macet,326,0
L1KRD000654,L1NSB00397,PLT001,2022-09-02,P2P Lending,Kesehatan,2000000,3,2.88,2172800,DPK,13,1
L1KRD000655,L1NSB00398,PLT001,2023-06-06,P2P Lending,Konsumsi,10000000,3,1.83,10549000,DPK,14,1
L1KRD000656,L1NSB00398,PLT001,2022-07-06,P2P Lending,Pendidikan,3000000,9,2.02,3545400,Lancar,0,1
L1KRD000657,L1NSB00399,PLT003,2022-04-24,Multifinance,Elektronik,5000000,36,1.89,8402000,Lancar,3,0
L1KRD000658,L1NSB00400,PLT001,2022-05-24,P2P Lending,Renovasi,1000000,3,3.08,1092400,Macet,247,0
L1KRD000659,L1NSB00400,PLT001,2022-01-13,P2P Lending,Konsumsi,7000000,3,1.93,7405300,Lancar,0,1
L1KRD000660,L1NSB00401,PLT004,2023-07-21,Multifinance,Motor bekas,7000000,24,1.92,10225600,Lancar,0,0
L1KRD000661,L1NSB00401,PLT004,2022-04-10,Multifinance,Motor bekas,7000000,36,1.24,10124800,Lancar,3,0
L1KRD000662,L1NSB00402,PLT002,2022-12-13,P2P Lending,Konsumsi,5000000,9,2.96,6332000,Lancar,3,1
L1KRD000663,L1NSB00403,PLT003,2022-04-27,Multifinance,Elektronik,25000000,18,1.71,32695000,Lancar,2,1
L1KRD000664,L1NSB00403,PLT003,2023-12-14,Multifinance,Mesin usaha,5000000,48,1.39,8336000,Lancar,2,0
L1KRD000665,L1NSB00403,PLT003,2023-07-09,Multifinance,Refinancing,5000000,12,1.5,5900000,Lancar,3,1
L1KRD000666,L1NSB00404,PLT002,2022-09-07,P2P Lending,Kesehatan,10000000,6,1.87,11122000,DPK,7,1
L1KRD000667,L1NSB00405,PLT001,2023-01-24,P2P Lending,Pendidikan,5000000,3,2.09,5313500,Lancar,2,1
L1KRD000668,L1NSB00405,PLT001,2022-03-14,P2P Lending,Pendidikan,7000000,6,3.27,8373400,Lancar,2,1
L1KRD000669,L1NSB00408,PLT003,2023-05-10,Multifinance,Motor baru,20000000,24,1.98,29504000,Lancar,1,0
L1KRD000670,L1NSB00408,PLT003,2023-06-10,Multifinance,Mesin usaha,5000000,24,1.94,7328000,Lancar,1,0
L1KRD000671,L1NSB00408,PLT003,2023-03-09,Multifinance,Refinancing,25000000,24,1.11,31660000,Lancar,1,0
L1KRD000672,L1NSB00408,PLT003,2023-05-14,Multifinance,Mesin usaha,10000000,12,1.34,11608000,Lancar,2,1
L1KRD000673,L1NSB00410,PLT002,2023-07-16,P2P Lending,Konsumsi,7000000,3,1.96,7411600,Lancar,2,1
L1KRD000674,L1NSB00411,PLT001,2024-01-27,P2P Lending,Renovasi,10000000,3,2.52,10756000,Lancar,1,1
L1KRD000675,L1NSB00411,PLT001,2023-10-21,P2P Lending,Renovasi,5000000,3,3.35,5502500,Lancar,1,1
L1KRD000676,L1NSB00412,PLT005,2022-03-28,P2P Lending,Kesehatan,10000000,1,2.9,10290000,Lancar,2,1
L1KRD000677,L1NSB00412,PLT005,2023-06-21,P2P Lending,Renovasi,3000000,12,3.33,4198800,Lancar,3,1
L1KRD000678,L1NSB00412,PLT005,2022-04-10,P2P Lending,Modal usaha,3000000,12,2.01,3723600,Lancar,1,1
L1KRD000679,L1NSB00412,PLT005,2023-11-17,P2P Lending,Pendidikan,500000,12,2.93,675800,Lancar,0,1
L1KRD000680,L1NSB00413,PLT002,2024-04-18,P2P Lending,Modal usaha,500000,6,3.0,590000,Lancar,2,1
L1KRD000681,L1NSB00414,PLT002,2023-11-04,P2P Lending,Pendidikan,10000000,1,3.19,10319000,Lancar,3,1
L1KRD000682,L1NSB00414,PLT002,2022-05-26,P2P Lending,Konsumsi,3000000,6,1.56,3280800,Lancar,1,1
L1KRD000683,L1NSB00415,PLT005,2024-05-22,P2P Lending,Renovasi,10000000,12,2.63,13156000,Lancar,0,0
L1KRD000684,L1NSB00415,PLT005,2024-02-01,P2P Lending,Konsumsi,1000000,6,2.41,1144600,Lancar,0,1
L1KRD000685,L1NSB00417,PLT005,2023-08-20,P2P Lending,Modal usaha,1000000,6,2.3,1138000,Kurang Lancar,71,0
L1KRD000686,L1NSB00418,PLT002,2023-11-02,P2P Lending,Pendidikan,5000000,12,2.95,6770000,Kurang Lancar,86,0
L1KRD000687,L1NSB00420,PLT003,2023-06-09,Multifinance,Mesin usaha,3000000,12,1.55,3558000,Lancar,0,1
L1KRD000688,L1NSB00421,PLT003,2023-01-03,Multifinance,Motor bekas,25000000,36,1.6,39400000,Lancar,0,0
L1KRD000689,L1NSB00421,PLT003,2022-10-05,Multifinance,Elektronik,5000000,48,1.16,7784000,Lancar,2,0
L1KRD000690,L1NSB00422,PLT003,2023-02-12,Multifinance,Mesin usaha,15000000,12,1.54,17772000,Lancar,2,1
L1KRD000691,L1NSB00422,PLT003,2022-06-02,Multifinance,Motor baru,5000000,24,1.57,6884000,Lancar,1,1
L1KRD000692,L1NSB00422,PLT003,2023-12-24,Multifinance,Motor bekas,10000000,18,1.46,12628000,Lancar,3,0
L1KRD000693,L1NSB00423,PLT004,2022-04-24,Multifinance,Refinancing,5000000,48,1.8,9320000,Lancar,2,0
L1KRD000694,L1NSB00425,PLT005,2022-10-14,P2P Lending,Kesehatan,3000000,6,3.33,3599400,Lancar,0,1
L1KRD000695,L1NSB00425,PLT005,2023-08-06,P2P Lending,Konsumsi,3000000,6,2.32,3417600,Lancar,2,1
L1KRD000696,L1NSB00426,PLT003,2023-10-08,Multifinance,Motor baru,7000000,36,1.72,11334400,Lancar,3,0
L1KRD000697,L1NSB00426,PLT003,2023-04-11,Multifinance,Elektronik,25000000,36,1.53,38770000,Lancar,1,0
L1KRD000698,L1NSB00426,PLT003,2024-02-24,Multifinance,Motor baru,7000000,18,1.61,9028600,Lancar,3,0
L1KRD000699,L1NSB00428,PLT002,2022-09-11,P2P Lending,Pendidikan,10000000,12,3.35,14020000,Macet,237,0
L1KRD000700,L1NSB00428,PLT002,2022-05-16,P2P Lending,Kesehatan,10000000,3,3.23,10969000,Lancar,0,1
