nasabah_id,ew_aktif_bulan,ew_transaksi_per_bulan,ew_avg_nominal,ew_top_up_rutin,ew_spike_sebelum_ajuan,ew_saldo_rata_rata,gig_income_avg_bln,gig_order_per_bln,gig_konsisten_6bln,gig_cancel_rate,listrik_tepat_waktu,listrik_pct_tepat,bpjs_rutin,ecom_trx_per_bln,ecom_avg_nominal,ecom_return_rate,punya_toko_online,omzet_toko_online,pulsa_bulanan,pulsa_konsisten_12bln,platform_ontime_rate,platform_late_days_avg
L1NSB00210,10,29,379000,1,0,175000,0,0,0,0.0,16,66.7,0,19,206000,0.01,0,0,32000,0,0.72,12
L1NSB00211,14,37,573000,1,0,157000,0,0,0,0.0,22,91.7,0,15,449000,0.14,0,0,22000,0,0.71,13
L1NSB00212,15,23,572000,1,0,237000,0,0,0,0.0,20,83.3,0,0,0,0.0,0,0,97000,1,0.71,13
L1NSB00213,6,66,600000,1,0,291000,5842000,376,1,0.09,14,58.3,0,5,71000,0.03,0,0,53000,0,0.66,15
L1NSB00214,8,66,65000,1,1,377000,0,0,0,0.0,19,79.2,0,17,255000,0.14,0,0,53000,1,0.76,10
L1NSB00215,22,66,193000,1,0,113000,7231000,89,1,0.03,18,75.0,1,18,235000,0.12,0,0,141000,1,0.81,8
L1NSB00216,15,43,147000,1,0,399000,2997000,327,1,0.01,14,58.3,1,0,215000,0.01,0,0,99000,1,0.59,18
L1NSB00217,0,0,0,0,0,0,0,0,0,0.0,14,58.3,1,4,398000,0.02,0,0,41000,1,0.77,10
L1NSB00218,0,0,0,0,0,0,0,0,0,0.0,18,75.0,1,11,189000,0.01,0,0,55000,1,0.86,6
L1NSB00219,7,39,445000,1,0,173000,0,0,0,0.0,24,100.0,0,0,449000,0.01,0,0,134000,0,0.63,16
L1NSB00220,7,34,768000,1,0,475000,0,0,0,0.0,19,79.2,0,9,426000,0.08,0,0,68000,0,0.81,8
L1NSB00221,17,69,535000,0,0,294000,0,0,0,0.0,17,70.8,0,12,323000,0.11,0,0,32000,1,0.94,2
L1NSB00222,16,62,638000,0,0,258000,2118000,187,1,0.08,22,91.7,0,3,367000,0.1,0,0,113000,0,0.6,18
L1NSB00223,19,68,653000,1,0,352000,2583000,64,1,0.06,23,95.8,1,4,73000,0.02,0,0,110000,0,0.65,15
L1NSB00224,10,77,490000,1,0,304000,0,0,0,0.0,24,100.0,0,6,436000,0.07,0,0,46000,1,0.98,0
L1NSB00225,17,46,157000,0,0,420000,6450000,380,1,0.05,16,66.7,0,0,453000,0.07,0,0,137000,1,0.94,2
L1NSB00226,0,0,0,0,0,0,7985000,208,1,0.05,21,87.5,1,7,348000,0.06,0,0,40000,1,0.8,8
L1NSB00227,8,27,337000,1,0,415000,0,0,0,0.0,21,87.5,0,14,170000,0.11,0,0,138000,1,0.95,2
L1NSB00228,14,43,225000,1,0,462000,0,0,0,0.0,19,79.2,0,9,368000,0.13,0,0,62000,1,0.94,2
L1NSB00229,17,65,142000,1,0,374000,4018000,164,1,0.13,24,100.0,0,1,477000,0.02,0,0,32000,1,0.65,15
L1NSB00230,23,7,686000,0,0,307000,0,0,0,0.0,20,83.3,1,1,370000,0.0,0,0,36000,1,0.71,13
L1NSB00231,13,66,455000,0,0,217000,4628000,120,0,0.05,16,66.7,0,1,163000,0.06,0,0,33000,1,0.59,18
L1NSB00232,14,12,132000,1,0,133000,0,0,0,0.0,15,62.5,1,3,435000,0.07,0,0,36000,0,0.98,0
L1NSB00233,16,58,615000,1,1,15000,0,0,0,0.0,24,100.0,0,2,317000,0.04,0,0,77000,0,0.7,13
L1NSB00234,22,39,489000,1,0,304000,0,0,0,0.0,22,91.7,0,20,174000,0.13,0,0,102000,1,0.86,6
L1NSB00235,21,66,114000,1,0,314000,0,0,0,0.0,14,58.3,0,5,135000,0.06,1,10000000,139000,1,0.66,15
L1NSB00236,16,6,73000,1,0,298000,0,0,0,0.0,14,58.3,0,18,69000,0.11,0,0,130000,1,0.75,11
L1NSB00237,0,0,0,0,0,0,2053000,380,1,0.03,22,91.7,1,15,177000,0.13,0,0,33000,1,0.68,14
L1NSB00238,13,20,440000,1,0,380000,0,0,0,0.0,14,58.3,1,0,0,0.0,0,0,133000,1,0.92,3
L1NSB00239,14,78,260000,1,0,128000,0,0,0,0.0,24,100.0,1,18,254000,0.09,0,0,66000,1,0.86,6
L1NSB00240,11,70,510000,1,0,243000,0,0,0,0.0,17,70.8,0,7,473000,0.12,0,0,76000,0,0.97,1
L1NSB00241,13,40,378000,0,0,357000,0,0,0,0.0,17,70.8,0,1,142000,0.15,0,0,65000,0,0.89,4
L1NSB00242,14,7,678000,1,0,375000,0,0,0,0.0,21,87.5,1,5,78000,0.04,0,0,38000,1,0.61,17
L1NSB00243,0,0,0,0,0,0,2581000,217,0,0.01,15,62.5,0,11,232000,0.05,0,0,88000,1,0.86,6
L1NSB00244,0,0,0,0,0,0,3739000,127,0,0.1,24,100.0,1,9,224000,0.06,0,0,60000,1,0.72,12
L1NSB00245,8,21,358000,0,0,28000,0,0,0,0.0,21,87.5,0,16,88000,0.09,0,0,108000,1,0.71,13
L1NSB00246,0,0,0,0,0,0,0,0,0,0.0,17,70.8,1,9,362000,0.14,0,0,140000,0,0.86,6
L1NSB00247,16,50,538000,1,0,210000,0,0,0,0.0,20,83.3,0,7,138000,0.14,0,0,91000,1,0.56,19
L1NSB00248,0,0,0,0,0,0,7921000,270,0,0.07,15,62.5,1,17,386000,0.05,0,0,100000,0,0.94,2
L1NSB00249,6,63,476000,1,0,158000,0,0,0,0.0,16,66.7,0,1,210000,0.09,0,0,148000,1,0.85,6
L1NSB00250,19,62,501000,1,0,361000,0,0,0,0.0,17,70.8,1,13,62000,0.14,0,0,29000,0,0.59,18
L1NSB00251,15,58,780000,0,1,120000,0,0,0,0.0,23,95.8,1,4,298000,0.12,0,0,73000,0,0.91,4
L1NSB00252,18,19,425000,1,0,68000,4839000,310,1,0.08,19,79.2,0,2,320000,0.12,0,0,127000,1,0.57,19
L1NSB00253,17,9,706000,1,0,214000,0,0,0,0.0,22,91.7,1,17,438000,0.02,0,0,23000,1,0.62,17
L1NSB00254,21,25,31000,1,0,67000,0,0,0,0.0,24,100.0,0,9,279000,0.02,0,0,127000,0,0.76,10
L1NSB00255,13,8,576000,0,0,319000,5132000,316,1,0.09,23,95.8,1,11,102000,0.1,0,0,72000,1,0.95,2
L1NSB00256,14,54,522000,0,1,232000,4604000,319,1,0.07,19,79.2,1,2,494000,0.08,0,0,41000,1,0.71,13
L1NSB00257,7,49,714000,1,0,215000,0,0,0,0.0,17,70.8,0,9,177000,0.14,0,0,132000,0,0.97,1
L1NSB00258,6,9,167000,1,0,187000,5010000,219,1,0.04,21,87.5,0,15,296000,0.12,0,0,116000,1,0.8,8
L1NSB00259,9,80,194000,1,0,154000,0,0,0,0.0,22,91.7,0,15,394000,0.02,0,0,34000,0,0.72,12
L1NSB00260,15,48,358000,0,1,185000,0,0,0,0.0,18,75.0,0,18,66000,0.08,0,0,29000,1,0.81,8
L1NSB00261,23,31,611000,1,0,244000,0,0,0,0.0,17,70.8,0,16,311000,0.07,0,0,74000,0,0.91,4
L1NSB00262,15,36,568000,0,0,24000,0,0,0,0.0,14,58.3,0,18,90000,0.04,0,0,98000,1,0.65,15
L1NSB00263,6,67,738000,1,0,234000,0,0,0,0.0,23,95.8,0,18,379000,0.06,0,0,125000,1,0.62,17
L1NSB00264,21,29,397000,0,0,203000,0,0,0,0.0,16,66.7,0,4,222000,0.02,0,0,123000,0,0.62,17
L1NSB00265,13,9,162000,0,0,29000,0,0,0,0.0,19,79.2,0,12,430000,0.07,0,0,46000,0,0.59,18
L1NSB00266,0,0,0,0,0,0,0,0,0,0.0,19,79.2,0,16,338000,0.11,0,0,62000,1,0.78,9
L1NSB00267,6,48,101000,1,0,373000,5942000,108,1,0.04,16,66.7,0,15,319000,0.08,0,0,144000,1,0.57,19
L1NSB00268,0,0,0,0,0,0,6061000,245,1,0.07,19,79.2,0,4,292000,0.06,0,0,92000,1,0.62,17
L1NSB00269,10,25,295000,1,0,284000,0,0,0,0.0,22,91.7,1,12,147000,0.11,0,0,138000,0,0.72,12
L1NSB00270,13,14,142000,1,1,88000,4615000,397,1,0.09,15,62.5,0,8,453000,0.02,0,0,124000,0,0.59,18
L1NSB00271,14,63,124000,1,0,391000,0,0,0,0.0,15,62.5,0,3,467000,0.09,0,0,100000,1,0.72,12
L1NSB00272,10,43,773000,1,0,352000,0,0,0,0.0,17,70.8,0,9,82000,0.15,0,0,43000,0,0.58,18
L1NSB00273,0,0,0,0,0,0,0,0,0,0.0,15,62.5,0,3,489000,0.15,0,0,22000,1,0.7,13
L1NSB00274,8,34,190000,1,0,457000,6310000,392,0,0.05,14,58.3,0,16,234000,0.06,0,0,90000,1,0.91,4
L1NSB00275,18,63,132000,0,0,244000,0,0,0,0.0,22,91.7,0,6,85000,0.0,0,0,110000,1,0.73,12
L1NSB00276,0,0,0,0,0,0,0,0,0,0.0,19,79.2,1,15,114000,0.14,0,0,140000,1,0.91,4
L1NSB00277,0,0,0,0,0,0,0,0,0,0.0,21,87.5,0,8,63000,0.03,0,0,135000,0,0.83,7
L1NSB00278,0,0,0,0,0,0,0,0,0,0.0,23,95.8,0,0,0,0.0,0,0,135000,0,0.97,1
L1NSB00279,0,0,0,0,0,0,0,0,0,0.0,17,70.8,0,19,104000,0.11,0,0,93000,0,0.92,3
L1NSB00280,18,43,102000,0,0,124000,0,0,0,0.0,16,66.7,1,13,438000,0.12,0,0,31000,1,0.97,1
L1NSB00281,0,0,0,0,0,0,0,0,0,0.0,20,83.3,0,7,94000,0.1,0,0,26000,1,0.82,8
L1NSB00282,0,0,0,0,0,0,6775000,220,1,0.12,16,66.7,1,10,165000,0.06,0,0,35000,0,0.68,14
L1NSB00283,22,56,505000,1,0,203000,0,0,0,0.0,24,100.0,0,20,348000,0.12,0,0,150000,0,0.58,18
L1NSB00284,6,36,445000,1,1,37000,5235000,289,0,0.02,21,87.5,1,7,384000,0.07,0,0,70000,1,0.92,3
L1NSB00285,7,61,570000,0,0,47000,0,0,0,0.0,21,87.5,0,3,343000,0.11,0,0,33000,1,0.68,14
L1NSB00286,0,0,0,0,0,0,0,0,0,0.0,14,58.3,1,5,97000,0.04,0,0,111000,1,0.82,8
L1NSB00287,0,0,0,0,0,0,0,0,0,0.0,21,87.5,1,0,0,0.0,0,0,79000,0,0.85,6
L1NSB00288,15,77,777000,1,0,185000,0,0,0,0.0,19,79.2,1,5,167000,0.09,0,0,26000,1,0.88,5
L1NSB00289,17,36,31000,1,0,169000,6556000,349,1,0.06,20,83.3,1,11,159000,0.11,0,0,142000,1,0.76,10
L1NSB00290,0,0,0,0,0,0,2350000,282,1,0.09,18,75.0,1,13,405000,0.14,0,0,58000,1,0.64,16
L1NSB00291,23,49,568000,1,0,348000,3495000,368,0,0.08,20,83.3,0,17,282000,0.1,0,0,81000,0,0.64,16
L1NSB00292,9,66,653000,1,0,230000,0,0,0,0.0,14,58.3,0,11,236000,0.08,0,0,78000,1,0.76,10
L1NSB00293,10,20,764000,0,0,22000,0,0,0,0.0,20,83.3,0,18,335000,0.09,0,0,114000,1,0.73,12
L1NSB00294,18,31,636000,1,0,17000,2332000,201,1,0.1,19,79.2,1,11,298000,0.0,0,0,80000,0,0.61,17
L1NSB00295,9,74,434000,1,0,87000,0,0,0,0.0,19,79.2,0,10,114000,0.09,0,0,26000,1,0.63,16
L1NSB00296,7,5,79000,1,0,417000,2410000,391,1,0.02,19,79.2,1,13,87000,0.06,0,0,86000,1,0.99,0
L1NSB00297,0,0,0,0,0,0,7619000,369,1,0.02,15,62.5,0,7,50000,0.01,0,0,55000,1,0.64,16
L1NSB00298,15,53,616000,1,0,361000,7307000,337,1,0.08,17,70.8,1,0,0,0.0,0,0,75000,0,0.67,14
L1NSB00299,14,72,157000,1,0,248000,6645000,175,1,0.07,19,79.2,0,10,421000,0.06,0,0,38000,1,0.79,9
L1NSB00300,0,0,0,0,0,0,0,0,0,0.0,16,66.7,0,4,60000,0.06,0,0,121000,1,0.6,18
L1NSB00301,18,13,683000,1,0,124000,1738000,129,0,0.05,15,62.5,0,20,273000,0.09,0,0,36000,1,0.76,10
L1NSB00302,0,0,0,0,0,0,3743000,57,1,0.03,23,95.8,0,2,415000,0.09,0,0,107000,0,0.95,2
L1NSB00303,10,56,495000,1,0,464000,0,0,0,0.0,23,95.8,1,7,286000,0.09,0,0,102000,1,0.62,17
L1NSB00304,11,45,219000,1,0,141000,0,0,0,0.0,18,75.0,0,9,400000,0.08,0,0,83000,1,0.89,4
L1NSB00305,19,74,475000,1,0,462000,0,0,0,0.0,15,62.5,0,2,208000,0.12,0,0,85000,0,0.87,5
L1NSB00306,0,0,0,0,0,0,0,0,0,0.0,14,58.3,0,10,337000,0.07,0,0,105000,1,0.71,13
L1NSB00307,7,54,745000,1,0,281000,0,0,0,0.0,21,87.5,0,19,76000,0.03,0,0,58000,0,0.88,5
L1NSB00308,18,35,509000,0,0,463000,0,0,0,0.0,20,83.3,1,12,421000,0.0,0,0,96000,0,0.91,4
L1NSB00309,11,45,382000,1,0,497000,0,0,0,0.0,21,87.5,1,14,444000,0.03,0,0,70000,1,0.71,13
L1NSB00310,21,79,353000,1,1,339000,2696000,180,1,0.05,15,62.5,1,2,82000,0.07,0,0,136000,0,0.87,5
L1NSB00311,19,23,393000,1,0,451000,5031000,103,0,0.06,22,91.7,0,9,423000,0.13,0,0,23000,1,0.71,13
L1NSB00312,13,9,790000,1,0,305000,2860000,371,1,0.1,16,66.7,1,16,288000,0.03,0,0,48000,0,0.76,10
L1NSB00313,0,0,0,0,0,0,7366000,317,1,0.02,24,100.0,1,14,167000,0.11,0,0,94000,1,0.62,17
L1NSB00314,6,65,166000,0,0,442000,0,0,0,0.0,14,58.3,1,17,201000,0.02,0,0,37000,1,0.87,5
L1NSB00315,21,60,244000,1,0,90000,0,0,0,0.0,23,95.8,0,10,230000,0.05,0,0,24000,0,0.71,13
L1NSB00316,8,9,555000,0,0,285000,0,0,0,0.0,18,75.0,1,4,115000,0.06,0,0,23000,0,0.55,20
L1NSB00317,20,22,162000,0,1,391000,0,0,0,0.0,24,100.0,0,0,0,0.0,0,0,79000,0,0.96,1
L1NSB00318,14,23,685000,0,0,179000,0,0,0,0.0,17,70.8,0,18,108000,0.15,0,0,27000,1,0.6,18
L1NSB00319,0,0,0,0,0,0,0,0,0,0.0,20,83.3,1,12,163000,0.02,0,0,118000,1,0.76,10
L1NSB00320,15,6,284000,0,1,201000,0,0,0,0.0,18,75.0,1,8,82000,0.14,0,0,87000,1,0.55,20
L1NSB00321,0,0,0,0,0,0,0,0,0,0.0,24,100.0,0,17,197000,0.04,1,18000000,104000,1,0.59,18
L1NSB00322,19,43,176000,1,0,364000,0,0,0,0.0,16,66.7,0,16,51000,0.09,0,0,50000,1,0.69,13
L1NSB00323,6,57,660000,1,0,60000,0,0,0,0.0,17,70.8,1,3,218000,0.13,0,0,82000,1,0.61,17
L1NSB00324,0,0,0,0,0,0,7997000,332,1,0.06,22,91.7,0,6,283000,0.1,0,0,80000,1,0.67,14
L1NSB00325,0,0,0,0,0,0,0,0,0,0.0,14,58.3,1,9,304000,0.15,0,0,70000,1,0.57,19
L1NSB00326,9,16,148000,1,0,428000,0,0,0,0.0,19,79.2,1,10,309000,0.1,1,15000000,65000,1,0.65,15
L1NSB00327,20,40,574000,1,0,20000,0,0,0,0.0,18,75.0,1,11,460000,0.14,0,0,140000,0,0.79,9
L1NSB00328,8,44,164000,0,0,122000,0,0,0,0.0,19,79.2,1,10,404000,0.12,0,0,66000,0,0.88,5
L1NSB00329,0,0,0,0,0,0,0,0,0,0.0,19,79.2,0,18,258000,0.07,0,0,42000,0,0.63,16
L1NSB00330,20,80,591000,0,0,398000,4214000,289,1,0.03,18,75.0,0,10,442000,0.13,0,0,119000,0,0.81,8
L1NSB00331,17,72,614000,1,0,418000,7697000,105,1,0.1,16,66.7,1,5,109000,0.12,0,0,116000,0,0.96,1
L1NSB00332,12,39,499000,1,0,76000,0,0,0,0.0,24,100.0,1,16,375000,0.09,0,0,78000,0,0.99,0
L1NSB00333,0,0,0,0,0,0,5561000,193,1,0.02,15,62.5,0,7,424000,0.13,0,0,142000,1,0.94,2
L1NSB00334,10,64,137000,1,0,366000,4727000,74,1,0.13,17,70.8,1,6,316000,0.1,0,0,110000,1,0.62,17
L1NSB00335,17,76,659000,1,0,63000,5973000,182,1,0.15,21,87.5,1,12,406000,0.04,0,0,22000,1,0.76,10
L1NSB00336,21,80,321000,1,0,445000,0,0,0,0.0,24,100.0,1,9,450000,0.04,0,0,84000,1,0.69,13
L1NSB00337,9,10,492000,1,0,97000,7593000,268,0,0.1,19,79.2,1,9,384000,0.03,0,0,47000,1,0.56,19
L1NSB00338,14,36,379000,1,0,117000,0,0,0,0.0,23,95.8,1,16,218000,0.14,1,19000000,138000,1,0.87,5
L1NSB00339,24,59,402000,1,0,269000,0,0,0,0.0,17,70.8,1,15,218000,0.06,0,0,116000,1,0.69,13
L1NSB00340,12,44,723000,0,0,365000,0,0,0,0.0,17,70.8,1,1,276000,0.1,0,0,139000,1,0.72,12
L1NSB00341,12,45,703000,0,0,261000,0,0,0,0.0,22,91.7,0,17,161000,0.06,0,0,148000,1,0.56,19
L1NSB00342,12,57,625000,1,0,498000,0,0,0,0.0,22,91.7,0,10,399000,0.11,0,0,55000,1,0.86,6
L1NSB00343,18,45,230000,0,0,365000,6996000,219,1,0.05,21,87.5,0,4,184000,0.09,0,0,55000,1,0.66,15
L1NSB00344,21,67,106000,0,0,178000,1773000,349,1,0.06,19,79.2,0,11,405000,0.07,0,0,58000,0,0.73,12
L1NSB00345,0,0,0,0,0,0,5352000,178,0,0.07,18,75.0,1,8,455000,0.05,0,0,120000,0,0.62,17
L1NSB00346,23,77,285000,1,0,499000,0,0,0,0.0,24,100.0,0,4,294000,0.1,0,0,23000,1,0.7,13
L1NSB00347,20,56,135000,1,0,86000,0,0,0,0.0,22,91.7,0,20,171000,0.1,0,0,113000,1,0.68,14
L1NSB00348,23,50,284000,1,0,199000,4528000,215,1,0.06,19,79.2,1,1,114000,0.15,0,0,21000,1,0.77,10
L1NSB00349,23,44,251000,0,0,219000,0,0,0,0.0,17,70.8,0,18,420000,0.09,0,0,125000,0,0.78,9
L1NSB00350,13,56,609000,1,0,429000,2664000,267,1,0.09,16,66.7,1,5,126000,0.01,0,0,25000,1,0.76,10
L1NSB00351,7,60,688000,1,0,479000,7408000,84,1,0.1,16,66.7,1,1,78000,0.03,0,0,28000,1,0.82,8
L1NSB00352,11,19,421000,0,1,342000,0,0,0,0.0,17,70.8,0,7,436000,0.1,0,0,38000,1,0.62,17
L1NSB00353,18,23,145000,0,0,22000,0,0,0,0.0,21,87.5,1,2,131000,0.03,0,0,52000,1,0.78,9
L1NSB00354,20,61,796000,0,0,37000,0,0,0,0.0,19,79.2,1,9,367000,0.08,0,0,133000,1,0.95,2
L1NSB00355,10,12,439000,0,0,348000,0,0,0,0.0,22,91.7,1,0,90000,0.15,0,0,33000,1,0.67,14
L1NSB00356,19,51,545000,1,0,461000,3717000,301,1,0.13,20,83.3,1,0,381000,0.06,0,0,59000,1,0.67,14
L1NSB00357,16,27,400000,1,0,248000,0,0,0,0.0,18,75.0,0,15,303000,0.08,0,0,20000,1,0.86,6
L1NSB00358,14,58,355000,1,0,454000,1933000,272,0,0.14,22,91.7,1,16,360000,0.07,0,0,59000,1,0.58,18
L1NSB00359,10,70,180000,1,0,46000,0,0,0,0.0,24,100.0,1,12,181000,0.02,0,0,146000,0,0.78,9
L1NSB00360,19,9,372000,1,0,287000,0,0,0,0.0,22,91.7,0,0,456000,0.03,0,0,122000,1,1.0,0
L1NSB00361,24,52,681000,0,0,278000,3063000,113,1,0.12,18,75.0,1,4,335000,0.1,0,0,89000,0,0.73,12
L1NSB00362,6,15,620000,1,0,294000,0,0,0,0.0,24,100.0,1,8,334000,0.0,0,0,50000,1,0.86,6
L1NSB00363,18,67,135000,1,1,249000,0,0,0,0.0,24,100.0,1,3,420000,0.14,0,0,92000,0,0.74,11
L1NSB00364,23,79,411000,1,0,241000,7229000,127,1,0.05,15,62.5,1,1,217000,0.15,0,0,20000,0,0.76,10
L1NSB00365,9,68,598000,1,1,100000,0,0,0,0.0,14,58.3,1,11,74000,0.02,1,19000000,78000,1,0.83,7
L1NSB00366,0,0,0,0,0,0,0,0,0,0.0,14,58.3,1,2,56000,0.15,0,0,140000,1,0.83,7
L1NSB00367,0,0,0,0,0,0,6440000,292,1,0.07,24,100.0,1,10,377000,0.03,0,0,135000,1,0.66,15
L1NSB00368,0,0,0,0,0,0,0,0,0,0.0,16,66.7,0,11,127000,0.06,1,20000000,86000,1,0.62,17
L1NSB00369,0,0,0,0,0,0,0,0,0,0.0,18,75.0,0,2,257000,0.04,0,0,74000,1,0.57,19
L1NSB00370,17,16,222000,0,0,323000,7786000,167,1,0.12,20,83.3,0,18,444000,0.12,0,0,117000,1,0.88,5
L1NSB00371,18,5,572000,1,0,55000,5250000,204,1,0.02,19,79.2,0,16,202000,0.09,0,0,150000,0,0.67,14
L1NSB00372,0,0,0,0,0,0,0,0,0,0.0,23,95.8,1,1,313000,0.01,0,0,148000,1,0.68,14
L1NSB00373,0,0,0,0,0,0,1869000,395,1,0.05,19,79.2,0,0,339000,0.09,0,0,86000,1,0.66,15
L1NSB00374,10,61,784000,1,1,69000,0,0,0,0.0,15,62.5,1,1,408000,0.08,0,0,84000,1,0.74,11
L1NSB00375,0,0,0,0,0,0,0,0,0,0.0,22,91.7,1,19,333000,0.1,0,0,62000,0,0.71,13
L1NSB00376,24,57,150000,1,0,429000,6899000,282,1,0.04,18,75.0,0,17,54000,0.13,0,0,59000,0,0.94,2
L1NSB00377,14,24,384000,1,0,349000,0,0,0,0.0,16,66.7,0,0,221000,0.13,0,0,61000,1,0.78,9
L1NSB00378,21,75,134000,1,0,42000,0,0,0,0.0,18,75.0,0,15,399000,0.04,0,0,91000,1,0.72,12
L1NSB00379,0,0,0,0,0,0,3914000,139,1,0.14,15,62.5,1,15,419000,0.08,0,0,66000,0,0.74,11
L1NSB00380,20,28,541000,1,1,148000,0,0,0,0.0,19,79.2,1,4,368000,0.12,0,0,129000,1,0.78,9
L1NSB00381,20,80,584000,1,0,179000,0,0,0,0.0,18,75.0,0,8,218000,0.08,0,0,95000,1,0.66,15
L1NSB00382,6,19,655000,1,0,489000,6261000,159,1,0.13,14,58.3,1,10,358000,0.07,0,0,36000,1,0.81,8
L1NSB00383,14,53,285000,1,1,88000,0,0,0,0.0,18,75.0,0,16,196000,0.12,0,0,109000,1,0.96,1
L1NSB00384,8,51,449000,1,0,371000,0,0,0,0.0,16,66.7,0,7,494000,0.13,1,15000000,27000,1,0.7,13
L1NSB00385,14,71,60000,1,0,62000,0,0,0,0.0,20,83.3,1,1,117000,0.11,0,0,81000,0,0.65,15
L1NSB00386,20,27,696000,1,0,44000,0,0,0,0.0,22,91.7,1,0,0,0.0,0,0,61000,0,0.76,10
L1NSB00387,17,58,222000,1,0,63000,0,0,0,0.0,16,66.7,1,20,89000,0.03,0,0,67000,1,0.77,10
L1NSB00388,7,55,456000,0,0,162000,0,0,0,0.0,19,79.2,1,19,491000,0.08,0,0,110000,1,0.87,5
L1NSB00389,15,15,565000,1,0,447000,0,0,0,0.0,22,91.7,0,16,140000,0.05,0,0,117000,1,0.57,19
L1NSB00390,0,0,0,0,0,0,4089000,364,1,0.09,23,95.8,0,16,439000,0.05,0,0,60000,1,0.93,3
L1NSB00391,15,62,66000,1,1,50000,6987000,162,1,0.03,23,95.8,1,17,334000,0.13,0,0,62000,0,0.62,17
L1NSB00392,0,0,0,0,0,0,0,0,0,0.0,14,58.3,0,6,494000,0.06,0,0,131000,1,0.61,17
L1NSB00393,20,66,588000,1,0,287000,7254000,389,1,0.04,16,66.7,0,16,286000,0.11,0,0,82000,0,0.78,9
L1NSB00394,21,62,604000,0,0,50000,0,0,0,0.0,14,58.3,0,13,143000,0.1,0,0,76000,0,0.83,7
L1NSB00395,17,66,278000,1,0,108000,6827000,116,1,0.13,21,87.5,1,15,379000,0.11,0,0,74000,1,0.71,13
L1NSB00396,24,65,253000,0,0,246000,0,0,0,0.0,17,70.8,0,20,392000,0.12,0,0,108000,1,0.91,4
L1NSB00397,0,0,0,0,0,0,0,0,0,0.0,14,58.3,0,9,413000,0.02,0,0,59000,1,0.7,13
L1NSB00398,0,0,0,0,0,0,0,0,0,0.0,20,83.3,0,16,359000,0.11,0,0,135000,1,0.99,0
L1NSB00399,7,42,136000,0,0,295000,0,0,0,0.0,22,91.7,1,0,0,0.0,0,0,37000,1,0.81,8
L1NSB00400,15,56,690000,1,0,440000,0,0,0,0.0,19,79.2,1,12,361000,0.0,0,0,87000,1,0.74,11
L1NSB00401,13,31,221000,1,0,46000,0,0,0,0.0,16,66.7,0,9,328000,0.09,0,0,139000,1,0.75,11
L1NSB00402,6,59,195000,0,0,491000,0,0,0,0.0,19,79.2,1,18,480000,0.09,0,0,127000,0,0.77,10
L1NSB00403,0,0,0,0,0,0,1696000,375,1,0.06,14,58.3,1,2,115000,0.14,0,0,82000,1,0.56,19
L1NSB00404,9,35,768000,1,0,453000,0,0,0,0.0,20,83.3,0,0,0,0.0,0,0,77000,0,0.74,11
L1NSB00405,7,46,591000,1,1,286000,0,0,0,0.0,24,100.0,1,0,109000,0.05,0,0,70000,1,0.76,10
L1NSB00406,10,62,532000,0,0,46000,0,0,0,0.0,19,79.2,0,12,237000,0.09,0,0,114000,1,0.96,1
L1NSB00407,15,50,536000,1,0,301000,0,0,0,0.0,19,79.2,1,11,63000,0.13,0,0,119000,0,0.87,5
L1NSB00408,8,61,147000,1,0,465000,0,0,0,0.0,18,75.0,0,2,336000,0.03,0,0,100000,0,0.93,3
L1NSB00409,17,23,93000,1,0,406000,5838000,380,1,0.03,15,62.5,0,12,382000,0.05,0,0,67000,0,0.92,3
L1NSB00410,17,67,332000,1,0,40000,0,0,0,0.0,17,70.8,0,1,454000,0.12,0,0,118000,1,0.95,2
L1NSB00411,20,30,56000,1,0,82000,3959000,79,0,0.11,24,100.0,0,7,138000,0.11,0,0,63000,1,0.68,14
L1NSB00412,15,6,784000,1,0,405000,0,0,0,0.0,20,83.3,0,7,198000,0.1,0,0,84000,0,0.91,4
L1NSB00413,8,75,69000,1,0,94000,0,0,0,0.0,19,79.2,1,15,342000,0.05,0,0,92000,1,0.77,10
L1NSB00414,14,16,169000,1,0,472000,2760000,216,1,0.01,22,91.7,0,19,94000,0.14,0,0,97000,1,0.88,5
L1NSB00415,13,38,544000,1,0,113000,0,0,0,0.0,17,70.8,0,19,442000,0.1,0,0,65000,1,0.74,11
L1NSB00416,19,16,220000,1,0,75000,2450000,109,0,0.12,23,95.8,1,2,406000,0.11,0,0,30000,0,0.82,8
L1NSB00417,15,76,65000,0,0,318000,0,0,0,0.0,14,58.3,1,17,329000,0.1,0,0,125000,1,0.71,13
L1NSB00418,0,0,0,0,0,0,3042000,109,1,0.03,23,95.8,0,18,68000,0.08,0,0,102000,1,0.8,8
L1NSB00419,12,17,482000,1,0,230000,6628000,254,1,0.15,15,62.5,1,15,93000,0.0,0,0,43000,1,0.95,2
L1NSB00420,21,42,66000,1,0,67000,0,0,0,0.0,17,70.8,1,6,450000,0.02,1,8000000,87000,1,0.74,11
L1NSB00421,21,14,292000,1,0,210000,0,0,0,0.0,19,79.2,1,1,473000,0.11,0,0,59000,1,0.94,2
L1NSB00422,20,24,261000,0,0,392000,0,0,0,0.0,17,70.8,1,3,251000,0.0,0,0,148000,1,0.59,18
