nasabah_id,platform_id,platform_nama,platform_tipe,platform_segmen,segmen_pekerjaan,usia,kota,jumlah_tanggungan,lama_di_platform_bln,punya_smartphone,punya_ewallet,punya_rekening_bank,punya_kartu_kredit,punya_bpjs,is_gig_worker,punya_app_gig,rating_gig_app,jam_kerja_per_hari,tgl_bergabung
L1NSB00515,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,37,Pekanbaru,3,28,1,0,1,0,1,1,1,5.0,11,2022-07-22
L1NSB00516,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,24,Jakarta Barat,2,10,1,1,1,0,1,1,1,4.0,7,2023-09-02
L1NSB00517,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,46,Yogyakarta,3,32,1,1,1,0,1,1,1,4.1,11,2022-04-14
L1NSB00518,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,28,Palembang,0,30,1,1,1,0,0,1,0,0.0,0,2022-01-18
L1NSB00519,PLT004,BFI Finance,Multifinance,Motor & UMKM,Petani / nelayan,30,Bandung,4,21,1,1,0,0,1,0,0,0.0,0,2023-02-10
L1NSB00520,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pedagang pasar / warung,50,Surabaya,0,33,1,1,1,0,1,0,0,0.0,0,2022-02-25
L1NSB00521,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,39,Pekanbaru,4,25,1,0,0,0,1,0,0,0.0,0,2022-03-26
L1NSB00522,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,38,Yogyakarta,3,25,1,0,1,0,1,0,0,0.0,0,2022-09-01
L1NSB00523,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,51,Jakarta Selatan,2,26,1,1,0,0,1,0,0,0.0,0,2022-02-01
L1NSB00524,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Freelancer digital,27,Pekanbaru,2,24,1,1,0,1,0,1,0,0.0,0,2022-07-02
L1NSB00525,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,34,Depok,2,16,1,1,1,0,0,0,0,0.0,0,2022-01-21
L1NSB00526,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,48,Makassar,5,28,1,1,0,0,1,0,0,0.0,0,2022-07-13
L1NSB00527,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,25,Palembang,2,32,1,1,0,0,1,0,0,0.0,0,2022-03-18
L1NSB00528,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pemilik UMKM kecil,31,Surabaya,2,5,1,1,0,0,1,0,0,0.0,0,2022-08-20
L1NSB00529,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Petani / nelayan,24,Yogyakarta,2,7,1,1,1,0,1,0,0,0.0,0,2022-03-20
L1NSB00530,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,38,Bandung,3,35,1,1,0,0,1,1,1,4.8,14,2022-01-12
L1NSB00531,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,48,Bekasi,1,35,1,1,1,1,1,1,0,0.0,0,2022-01-30
L1NSB00532,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,38,Pekanbaru,2,28,1,1,1,0,1,0,0,0.0,0,2022-05-27
L1NSB00533,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,34,Bandung,3,16,1,0,0,1,1,0,0,0.0,0,2023-03-23
L1NSB00534,PLT004,BFI Finance,Multifinance,Motor & UMKM,Freelancer digital,21,Depok,4,11,1,0,1,0,1,1,1,3.6,11,2022-02-26
L1NSB00535,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,38,Pekanbaru,5,5,1,1,0,0,0,0,0,0.0,0,2024-01-12
L1NSB00536,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,51,Bogor,4,8,1,1,1,1,0,0,0,0.0,0,2022-09-01
L1NSB00537,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,39,Tangerang,2,25,1,1,1,0,0,1,1,3.9,10,2022-10-29
L1NSB00538,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,42,Yogyakarta,4,8,1,1,1,1,1,1,1,4.0,9,2022-01-22
L1NSB00539,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,22,Yogyakarta,4,16,1,1,1,0,1,1,1,4.3,7,2023-02-02
L1NSB00540,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Penjahit / konveksi,44,Bogor,1,17,1,1,1,0,1,0,0,0.0,0,2023-03-26
L1NSB00541,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,45,Palembang,5,3,1,0,1,0,1,0,0,0.0,0,2022-12-07
L1NSB00542,PLT004,BFI Finance,Multifinance,Motor & UMKM,Penjahit / konveksi,25,Pekanbaru,3,11,1,1,0,0,1,0,0,0.0,0,2023-04-10
L1NSB00543,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,30,Makassar,0,29,1,0,1,0,0,0,0,0.0,0,2022-02-10
L1NSB00544,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,27,Pekanbaru,1,27,1,1,1,0,0,1,1,4.7,8,2022-08-01
L1NSB00545,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,43,Pekanbaru,0,15,0,0,1,0,0,0,0,0.0,0,2023-04-19
L1NSB00546,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,29,Jakarta Selatan,3,26,1,1,0,1,0,0,0,0.0,0,2022-01-08
L1NSB00547,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,48,Pekanbaru,2,32,1,1,0,1,1,0,0,0.0,0,2022-05-07
L1NSB00548,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,32,Medan,2,14,1,1,1,0,1,1,0,0.0,0,2022-09-26
L1NSB00549,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Freelancer digital,34,Tangerang,3,30,1,1,1,1,1,1,1,4.1,10,2022-03-07
L1NSB00550,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,22,Jakarta Selatan,0,22,1,1,0,0,1,1,1,4.6,4,2022-09-16
L1NSB00551,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,44,Makassar,2,24,1,1,0,0,0,0,0,0.0,0,2022-06-23
L1NSB00552,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,39,Yogyakarta,5,34,1,1,0,1,1,1,1,3.9,9,2022-02-06
L1NSB00553,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,35,Semarang,4,21,1,0,1,0,1,1,1,4.9,14,2022-01-28
L1NSB00554,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,33,Jakarta Timur,2,3,1,0,1,0,1,1,1,4.2,12,2023-05-20
L1NSB00555,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,28,Jakarta Barat,2,23,1,1,0,0,1,0,0,0.0,0,2022-12-06
L1NSB00556,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,19,Semarang,0,12,1,0,1,0,1,0,0,0.0,0,2023-11-29
L1NSB00557,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,25,Pekanbaru,5,21,1,0,1,0,1,0,0,0.0,0,2022-11-01
L1NSB00558,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,21,Makassar,1,29,1,1,1,1,1,0,0,0.0,0,2022-01-13
L1NSB00559,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,22,Yogyakarta,4,5,1,1,0,0,0,0,0,0.0,0,2023-02-13
L1NSB00560,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,32,Jakarta Timur,5,25,1,1,1,0,0,1,1,4.1,8,2022-11-05
L1NSB00561,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,25,Pekanbaru,2,24,1,1,1,0,1,0,0,0.0,0,2022-08-05
L1NSB00562,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,46,Makassar,3,28,1,1,1,0,1,1,1,4.9,12,2022-02-12
L1NSB00563,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,24,Bogor,2,31,1,1,1,0,0,0,0,0.0,0,2022-05-26
L1NSB00564,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,21,Semarang,0,7,1,1,1,0,1,1,1,4.4,12,2024-01-29
L1NSB00565,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,30,Pekanbaru,2,26,1,1,1,0,1,1,1,4.2,8,2022-04-06
L1NSB00566,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,35,Pekanbaru,2,7,1,0,0,0,1,0,0,0.0,0,2023-02-19
L1NSB00567,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Petani / nelayan,38,Medan,1,24,1,1,1,1,0,0,0,0.0,0,2022-04-08
L1NSB00568,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,31,Pekanbaru,4,2,1,1,1,0,1,0,0,0.0,0,2023-01-26
L1NSB00569,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,48,Jakarta Timur,2,31,1,0,1,0,1,0,0,0.0,0,2022-01-06
L1NSB00570,PLT004,BFI Finance,Multifinance,Motor & UMKM,Freelancer digital,31,Bekasi,3,26,1,0,1,0,1,1,1,4.6,13,2022-05-29
L1NSB00571,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,50,Semarang,1,32,1,0,0,0,1,1,1,4.5,11,2022-03-30
L1NSB00572,PLT004,BFI Finance,Multifinance,Motor & UMKM,Petani / nelayan,20,Jakarta Timur,3,19,1,1,1,0,1,0,0,0.0,0,2023-04-25
L1NSB00573,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Penjahit / konveksi,43,Bandung,3,24,1,1,1,0,0,0,0,0.0,0,2022-12-08
L1NSB00574,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,31,Jakarta Timur,0,32,1,1,1,0,0,1,0,0.0,0,2022-03-08
L1NSB00575,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,30,Pekanbaru,1,33,0,0,1,0,0,0,0,0.0,0,2022-02-03
L1NSB00576,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,21,Palembang,3,36,1,0,1,0,1,0,0,0.0,0,2022-01-15
L1NSB00577,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pemilik UMKM kecil,26,Jakarta Barat,5,7,1,0,0,0,1,0,0,0.0,0,2022-06-10
L1NSB00578,PLT003,Adira Finance,Multifinance,Motor & elektronik,Petani / nelayan,51,Surabaya,5,7,1,1,1,0,0,0,0,0.0,0,2024-02-27
L1NSB00579,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,49,Tangerang,3,19,1,0,0,1,1,0,0,0.0,0,2022-06-05
L1NSB00580,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,33,Jakarta Timur,2,28,1,1,1,1,1,0,0,0.0,0,2022-01-16
L1NSB00581,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,19,Yogyakarta,4,34,1,0,0,1,0,1,0,0.0,0,2022-01-20
L1NSB00582,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,52,Bekasi,5,27,1,1,1,0,1,1,1,3.5,8,2022-03-17
L1NSB00583,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,32,Bogor,3,35,1,1,1,0,1,0,0,0.0,0,2022-01-13
L1NSB00584,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,40,Bandung,0,9,1,1,0,0,0,1,1,4.5,4,2024-03-26
L1NSB00585,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,34,Pekanbaru,4,20,1,1,0,0,1,1,1,4.0,4,2023-04-27
L1NSB00586,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,19,Surabaya,3,22,1,1,1,0,1,0,0,0.0,0,2022-10-01
L1NSB00587,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,38,Bekasi,4,9,1,1,0,0,1,0,0,0.0,0,2023-01-05
L1NSB00588,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,46,Pekanbaru,3,27,1,0,1,0,1,1,1,4.3,13,2022-07-22
L1NSB00589,PLT003,Adira Finance,Multifinance,Motor & elektronik,Freelancer digital,46,Surabaya,4,32,1,1,0,0,1,1,1,5.0,12,2022-01-31
L1NSB00590,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,21,Yogyakarta,1,11,1,1,1,0,1,0,0,0.0,0,2023-08-09
L1NSB00591,PLT003,Adira Finance,Multifinance,Motor & elektronik,Ojek online / driver,28,Jakarta Barat,4,24,1,1,0,0,0,1,1,4.1,8,2022-04-21
L1NSB00592,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,50,Jakarta Selatan,2,8,1,0,0,0,0,0,0,0.0,0,2022-12-12
L1NSB00593,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,27,Palembang,2,9,1,1,1,0,1,0,0,0.0,0,2024-03-30
L1NSB00594,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,45,Bandung,3,15,1,1,0,0,1,1,1,3.6,6,2023-08-09
L1NSB00595,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,26,Makassar,4,36,1,1,1,1,1,1,1,4.6,12,2022-01-04
L1NSB00596,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,20,Bekasi,2,14,1,1,1,0,1,1,1,4.1,4,2022-01-24
L1NSB00597,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,45,Jakarta Selatan,1,34,1,1,0,0,0,0,0,0.0,0,2022-02-02
L1NSB00598,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,45,Makassar,1,11,1,1,0,0,0,1,0,0.0,0,2022-11-28
L1NSB00599,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,26,Jakarta Selatan,5,13,1,1,0,0,1,0,0,0.0,0,2022-10-03
L1NSB00600,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,45,Jakarta Barat,3,31,0,1,1,0,1,0,0,0.0,0,2022-01-26
L1NSB00601,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Karyawan kontrak,27,Bekasi,3,27,1,1,1,1,0,0,0,0.0,0,2022-03-28
L1NSB00602,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,46,Bogor,2,36,1,0,1,1,0,1,1,3.5,11,2022-01-09
L1NSB00603,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pemilik UMKM kecil,32,Medan,3,33,1,0,1,0,0,0,0,0.0,0,2022-01-18
L1NSB00604,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pemilik UMKM kecil,46,Depok,4,33,1,1,1,0,0,0,0,0.0,0,2022-02-27
L1NSB00605,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,39,Tangerang,0,14,1,1,0,0,1,0,0,0.0,0,2023-05-03
L1NSB00606,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Penjahit / konveksi,30,Bandung,3,36,1,1,1,0,1,0,0,0.0,0,2022-01-03
L1NSB00607,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Ojek online / driver,47,Makassar,1,8,1,1,1,0,0,1,1,4.5,4,2023-01-15
L1NSB00608,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,33,Yogyakarta,3,2,1,1,1,0,1,0,0,0.0,0,2023-03-29
L1NSB00609,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pemilik UMKM kecil,42,Jakarta Selatan,3,18,1,1,1,0,1,0,0,0.0,0,2022-04-24
L1NSB00610,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,50,Jakarta Timur,2,36,1,1,1,0,0,1,1,4.6,6,2022-01-08
L1NSB00611,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Petani / nelayan,36,Depok,2,2,1,1,1,0,1,0,0,0.0,0,2024-05-24
L1NSB00612,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Penjahit / konveksi,39,Bandung,4,27,1,1,1,0,1,0,0,0.0,0,2022-04-25
L1NSB00613,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pedagang pasar / warung,45,Semarang,5,29,1,1,0,1,1,0,0,0.0,0,2022-02-27
L1NSB00614,PLT004,BFI Finance,Multifinance,Motor & UMKM,Pemilik UMKM kecil,34,Depok,0,11,1,0,1,0,1,0,0,0.0,0,2023-10-04
L1NSB00615,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,34,Jakarta Barat,5,31,1,1,0,0,1,0,0,0.0,0,2022-06-03
L1NSB00616,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Buruh pabrik,25,Makassar,4,29,1,0,0,0,0,0,0,0.0,0,2022-01-17
L1NSB00617,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,47,Jakarta Selatan,4,20,1,1,0,0,0,1,1,4.1,13,2022-04-30
L1NSB00618,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Karyawan kontrak,19,Surabaya,3,25,1,1,1,0,1,0,0,0.0,0,2022-01-14
L1NSB00619,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,31,Jakarta Barat,3,7,0,1,1,1,1,1,0,0.0,0,2022-12-30
L1NSB00620,PLT004,BFI Finance,Multifinance,Motor & UMKM,Kurir / ekspedisi,47,Jakarta Timur,4,16,1,0,0,0,1,1,1,4.0,13,2022-05-30
L1NSB00621,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,40,Bekasi,4,24,1,1,1,0,0,0,0,0.0,0,2022-10-14
L1NSB00622,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Buruh pabrik,31,Depok,3,13,1,1,1,0,1,0,0,0.0,0,2022-12-06
L1NSB00623,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,40,Medan,3,20,1,0,1,1,0,1,1,3.5,7,2022-08-27
L1NSB00624,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,49,Yogyakarta,0,22,1,1,1,1,0,0,0,0.0,0,2022-07-03
L1NSB00625,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,28,Bekasi,3,29,1,1,1,0,0,1,1,3.8,8,2022-03-28
L1NSB00626,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,31,Jakarta Selatan,4,12,1,1,0,0,1,0,0,0.0,0,2022-04-24
L1NSB00627,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pemilik UMKM kecil,38,Surabaya,3,16,1,1,0,0,1,0,0,0.0,0,2023-03-21
L1NSB00628,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,27,Palembang,3,13,1,1,0,0,1,1,1,3.6,13,2023-07-03
L1NSB00629,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,39,Depok,2,4,1,1,0,0,1,0,0,0.0,0,2024-01-15
L1NSB00630,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,23,Jakarta Timur,1,33,1,1,1,0,1,0,0,0.0,0,2022-04-02
L1NSB00631,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,49,Yogyakarta,4,32,1,1,1,1,1,1,1,4.8,11,2022-04-12
L1NSB00632,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,43,Medan,2,11,1,1,1,0,0,0,0,0.0,0,2022-12-27
L1NSB00633,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Freelancer digital,48,Semarang,2,22,1,1,1,1,0,1,1,3.8,7,2022-02-08
L1NSB00634,PLT003,Adira Finance,Multifinance,Motor & elektronik,Penjahit / konveksi,37,Pekanbaru,0,33,1,1,1,1,0,0,0,0.0,0,2022-01-05
L1NSB00635,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,31,Makassar,3,22,1,1,1,1,0,0,0,0.0,0,2022-03-12
L1NSB00636,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Penjahit / konveksi,19,Palembang,4,20,1,1,1,1,1,0,0,0.0,0,2022-01-07
L1NSB00637,PLT004,BFI Finance,Multifinance,Motor & UMKM,Freelancer digital,28,Pekanbaru,2,26,1,1,0,0,1,1,1,4.2,11,2022-02-13
L1NSB00638,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,46,Palembang,1,27,1,1,1,0,1,0,0,0.0,0,2022-01-05
L1NSB00639,PLT004,BFI Finance,Multifinance,Motor & UMKM,Karyawan kontrak,41,Tangerang,2,15,1,1,1,1,1,0,0,0.0,0,2022-01-24
L1NSB00640,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Karyawan kontrak,27,Jakarta Timur,2,22,1,1,1,0,1,0,0,0.0,0,2022-07-20
L1NSB00641,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Kurir / ekspedisi,31,Surabaya,2,7,1,1,1,0,0,1,1,3.8,13,2022-07-11
L1NSB00642,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,43,Bekasi,2,14,1,1,0,0,1,1,1,4.8,10,2022-04-24
L1NSB00643,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Kurir / ekspedisi,49,Yogyakarta,3,5,1,1,0,1,0,1,1,4.5,6,2022-11-14
L1NSB00644,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Pedagang pasar / warung,48,Bekasi,3,13,0,0,0,0,1,0,0,0.0,0,2023-08-06
L1NSB00645,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,21,Yogyakarta,2,6,1,1,1,0,1,0,0,0.0,0,2023-09-20
L1NSB00646,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,30,Bogor,5,28,1,1,0,0,1,0,0,0.0,0,2022-05-03
L1NSB00647,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,37,Makassar,3,5,1,1,0,0,1,0,0,0.0,0,2023-01-13
L1NSB00648,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,51,Palembang,3,21,1,0,0,0,0,0,0,0.0,0,2022-12-12
L1NSB00649,PLT004,BFI Finance,Multifinance,Motor & UMKM,Buruh pabrik,44,Pekanbaru,3,13,1,0,0,1,0,0,0,0.0,0,2023-05-12
L1NSB00650,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,34,Yogyakarta,2,29,1,1,1,0,0,1,0,0.0,0,2022-05-17
L1NSB00651,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,19,Makassar,4,18,1,1,0,0,1,1,1,4.5,14,2022-04-16
L1NSB00652,PLT004,BFI Finance,Multifinance,Motor & UMKM,Petani / nelayan,47,Jakarta Selatan,1,1,1,1,0,0,1,0,0,0.0,0,2022-02-02
L1NSB00653,PLT004,BFI Finance,Multifinance,Motor & UMKM,Ojek online / driver,19,Tangerang,2,13,1,0,1,0,1,1,1,4.6,4,2022-04-21
L1NSB00654,PLT003,Adira Finance,Multifinance,Motor & elektronik,Pedagang pasar / warung,31,Medan,2,14,1,1,1,0,0,0,0,0.0,0,2022-01-16
L1NSB00655,PLT004,BFI Finance,Multifinance,Motor & UMKM,Freelancer digital,19,Bandung,1,14,1,0,1,0,1,1,0,0.0,0,2022-11-05
L1NSB00656,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Kurir / ekspedisi,25,Yogyakarta,3,35,1,1,1,0,0,1,1,4.4,10,2022-02-14
L1NSB00657,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,39,Pekanbaru,3,31,1,0,1,0,1,0,0,0.0,0,2022-05-09
L1NSB00658,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Petani / nelayan,19,Depok,3,2,1,1,0,0,1,0,0,0.0,0,2022-05-03
L1NSB00659,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,37,Depok,2,10,1,1,0,0,1,0,0,0.0,0,2022-12-03
L1NSB00660,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Pedagang pasar / warung,21,Semarang,1,27,1,1,0,1,0,0,0,0.0,0,2022-10-04
L1NSB00661,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Penjahit / konveksi,34,Palembang,4,15,1,1,0,0,0,0,0,0.0,0,2022-03-13
L1NSB00662,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Ojek online / driver,28,Depok,3,9,1,1,1,1,0,1,0,0.0,0,2022-11-15
L1NSB00663,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Petani / nelayan,34,Bandung,4,12,1,1,1,1,0,0,0,0.0,0,2023-05-08
L1NSB00664,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,42,Bandung,4,25,1,1,1,0,1,0,0,0.0,0,2022-09-04
L1NSB00665,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Karyawan kontrak,46,Pekanbaru,2,6,1,1,1,0,1,0,0,0.0,0,2023-04-20
L1NSB00666,PLT003,Adira Finance,Multifinance,Motor & elektronik,Buruh pabrik,43,Semarang,0,31,1,0,1,0,0,0,0,0.0,0,2022-05-09
L1NSB00667,PLT003,Adira Finance,Multifinance,Motor & elektronik,Kurir / ekspedisi,45,Bandung,1,24,1,1,1,0,1,1,1,3.7,13,2022-08-12
L1NSB00668,PLT003,Adira Finance,Multifinance,Motor & elektronik,Karyawan kontrak,41,Semarang,1,32,1,1,0,0,1,0,0,0.0,0,2022-05-03
L1NSB00669,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Pemilik UMKM kecil,42,Makassar,2,2,1,1,0,0,1,0,0,0.0,0,2022-11-27
L1NSB00670,PLT001,Amartha Fintech,P2P Lending,UMKM mikro,Ojek online / driver,24,Makassar,3,25,1,1,1,0,0,1,1,4.7,8,2022-09-14
L1NSB00671,PLT005,KoinWorks SME,P2P Lending,UKM & usaha kecil,Freelancer digital,43,Medan,2,20,1,1,1,1,0,1,1,4.7,6,2022-04-18
L1NSB00672,PLT004,BFI Finance,Multifinance,Motor & UMKM,Petani / nelayan,19,Jakarta Timur,3,32,0,0,1,0,1,0,0,0.0,0,2022-02-13
L1NSB00673,PLT002,Modal Rakyat,P2P Lending,Pedagang & warung,Buruh pabrik,27,Depok,0,32,1,1,1,1,0,0,0,0.0,0,2022-02-16
